,X,GISJOINID,POP15,POP15DEN,PCTPOPCHA,MDAGE,PCINC15,PCTINCCHA,MDHV15,MDHVCHA,MDCRENT15,PCTMDCR,PCTHSAFF15,PCTHSBRD15,PCTBACH15,PCTVA15,PCTFAM15,HSUNIT15,HS15DEN,MDBLDAGE15,PCTCTLT15,PCTCT1540,PCTCTMT40,PCTPT,PCTMBW,PCTCAR,PCTSAMEHS,PCTMETROPC,CL11_2,CL4_2
385,385,G53003300004021,1098,8849.818598,-10.2940998,47.9,35612,40.5589,393200,7.8738,912,7.5472,47.0968,49.0323,43.4314,0,36.8217,516,4158.931145,51,21.3656,55.2863,23.348,6.5401,2.5316,86.7089,72.4044,18.8525,2,2
386,386,G53003300004013,1110,8838.066485,-25.9505997,61.9,28125,31.7207,220500,-25.7326,524,13.1749,72.6126,16.5766,42.5205,13.8495,15.5696,917,7301.357627,40,17.3362,43.7632,38.9006,23.3607,0,69.6721,67.6577,17.2072,2,2
387,387,G53003300004012,1388,8834.309603,-22.0662994,35.5,38175,25.3036,329200,-21.3005,937,12.0813,41.4716,28.4281,48.0401,0,51.3473,668,4251.670616,42,13.4771,58.6253,27.8976,12.9114,5.3165,75.6962,75.2416,12.119,2,2
388,388,G53003300004011,3409,13982.10374,35.0098991,37.1,22984,8.9341,303500,9.4877,838,-0.2381,40.2721,49.1156,34.1342,17.2429,37.7103,2227,9134.099449,14,27.1762,55.4848,17.339,11.9604,14.5789,73.4607,72.1606,19.5385,2,1
389,389,G53003300003002,1477,9062.785401,35.7537003,37.3,38751,7.4268,331300,-4.4419,977,24.9361,38.6861,47.0803,32.9818,9.7525,55,687,4215.39172,51,7.3446,65.8192,26.8362,22.118,3.7534,68.3646,90.9524,2.6531,2,3
390,390,G53003300003001,1160,3811.096589,-20.5478992,35.9,36618,27.4113,342700,-1.0681,1212,-6.192,67.3171,32.6829,33.2188,4.499,55.6745,489,1606.574338,62,16.6922,52.8331,30.4747,21.9178,7.6104,68.4932,83.7069,11.7241,5,2
391,391,G53003300002005,1494,7899.521336,16.993,34.7,35482,3.3527,345500,-12.2651,982,26.3835,68.8312,24.4156,46.1606,5.6878,61.1501,756,3997.348146,42,13.3136,48.2249,38.4615,9.4595,10.4054,71.4865,89.4381,9.2756,2,3
392,392,G53003300002006,1354,6857.341018,-14.1408005,42.6,41256,34.1528,337600,-8.2359,0,0,0,0,72.1359,0,69.1207,489,2476.543396,62,10.8984,69.2194,19.8822,9.009,0,78.3784,91.6544,4.5052,5,3
393,393,G53003300002004,1044,7167.584892,-7.3646998,57.7,27184,-12.287,301100,-13.3026,1285,51.1765,37.4233,22.0859,49.2084,9.1892,45.8333,555,3810.354037,44,41.3717,34.292,24.3363,23.9829,4.0685,68.7366,78.8314,13.2184,2,2
394,394,G53003300002003,1876,4918.408623,48.0662994,32.7,28691,-13.623,428400,30.9691,986,20.0974,48.3826,35.865,47.6657,4.1845,48.4882,932,2443.473794,40,9.0909,70.7989,20.1102,26.2399,2.8855,69.0712,73.8428,13.1862,2,2
395,395,G53003300002002,1143,5830.125065,-9.8579998,33.8,23328,-11.9831,385400,6.6999,954,15.0784,21.1679,38.6861,52.8302,9.1837,65.3558,588,2999.224443,27,16.129,48.0287,35.8423,4.1935,9.3548,76.4516,86.7438,10.2313,2,3
396,396,G53003300078001,1117,719.7432361,-18.8227005,52,136539,19.8688,989900,-1.0101,2292,0,79.1667,0,79.7235,12,69.17,575,370.5034564,65,17.8503,74.856,7.2937,2.6178,3.8394,84.4677,96.1783,3.8217,10,2
397,397,G53003300077002,848,9436.392522,-9.5949001,40.2,89854,90.8093,449300,-14.1082,0,0,44.1176,55.8824,65.3959,4.5558,62.2912,439,4885.113582,44,25.266,64.6277,10.1064,21.4286,10.9375,48.2143,86.6587,10.3365,10,2
398,398,G53003300077004,1673,23111.27329,29.1891994,32.4,63183,41.739,388400,-14.9923,1179,18.3735,75.3378,19.0878,77.6285,0,28.9593,884,12211.81446,30,15.4567,64.7931,19.7502,37.6215,4.0389,54.1511,58.3283,37.3713,4,1
399,399,G53003300077003,1348,14389.70653,30.8738003,32.3,42863,9.0606,391600,-15.9657,0,0,26.7016,32.4607,60.2028,0,70.1646,486,5187.980249,66,16.0075,74.0113,9.9812,15.9722,12.8472,63.3681,72.7066,27.066,10,2
400,400,G53003300077001,1254,8213.624057,83.3332977,39.4,47344,3.8633,476800,1.5332,1177,-19.5489,81.1518,18.8482,51.7014,9.5969,50.1062,521,3412.518448,76,16.259,68.3453,15.3957,26.9608,20.3431,37.8676,58.2258,32.8226,10,2
401,401,G53003300076003,1118,15421.54121,-10.8452997,38.4,53719,32.9349,455400,29.3015,1133,30.2299,79.9611,17.1206,81.1302,2.4624,24.9649,731,10083.31541,76,13.4993,71.5596,14.941,30.3813,29.6433,33.8253,76.7442,17.5313,4,1
402,402,G53003300076002,1554,18854.86768,5.6423998,33.9,41701,31.2425,454300,8.5284,1304,36.5445,74.1201,13.8716,61.1927,4.4271,32.1526,768,9318.235765,38,16.5336,69.0992,14.3672,31.068,31.3916,32.1467,66.4482,30.2097,4,1
403,403,G53003300076001,1199,18199.89047,35.7871017,30,54066,3.2641,538600,9.4715,1379,42.7536,69.0402,7.4303,72.2284,4.4983,34.058,578,8773.591903,76,9.9548,68.9291,21.1161,43.1818,20.3125,30.6818,65.8824,31.6807,4,1
404,404,G53003300075005,1259,18132.36037,66.0950012,32.9,51405,88.2415,781300,95.325,1419,78.2663,75,17.8309,78.0541,2.0604,24.9649,728,10484.79615,65,22.4159,57.4097,20.1743,42.1739,13.2609,31.8478,73.8681,20.0159,4,1
405,405,G53003300075004,1845,20157.64544,93.8024979,30.5,48929,7.2534,240700,-37.0883,1460,60.9702,67.5952,15.2275,53.3693,0,16.7616,1229,13427.50474,32,34.5491,56.4324,9.0186,26.9231,40.1857,31.2997,62.6016,13.1165,4,1
406,406,G53003300075003,1688,31685.843,-9.5875998,31.2,44864,2.8448,408800,-17.1295,1025,17.2769,56.7887,33.412,69.1199,2.343,33.5893,1067,20028.90668,75,17.7966,69.5857,12.6177,18.165,39.203,41.0565,70.6369,21.5287,4,1
407,407,G53003300075002,1363,25613.29077,18.1109009,29.9,53719,37.2238,541700,69.0699,1292,46.3194,58.3717,33.0261,72.8634,2.7586,29.4326,870,16348.909,56,6.8259,59.9545,33.2196,21.6138,26.3208,36.5034,57.2267,29.7872,4,1
408,408,G53003300075001,1628,38676.3972,33.8815994,39.2,44028,-0.5377,599000,24.0679,1024,19.7661,49.4712,22.6792,67.1875,0,14.0465,1075,25538.77579,57,33.1497,61.157,5.6933,29.8052,36.7485,23.7934,67.3833,22.113,4,1
409,409,G53003300074013,1504,63385.21127,39.0018005,36.4,55591,-7.6669,225700,-29.6227,1282,33.8205,82.8333,5.3333,76.6592,0,23.5737,929,39152.1684,52,12.1746,63.644,24.1814,34.7003,29.8107,28.0757,56.117,23.0718,4,1
410,410,G53003300074023,1875,77837.88581,34.4085999,34.9,45342,45.6069,266300,-22.8563,1004,32.2793,62.2087,19.8582,53.6102,7.3826,8.2931,1341,55669.65593,54,25.2555,55.3285,19.4161,32.7927,43.2299,20.5924,65.2011,22.252,4,1
411,411,G53003300074022,1376,48215.91625,-28.8889008,36.8,38994,26.1207,237500,-13.7618,939,31.1453,42.4036,32.3129,42.006,5.5104,1.912,1107,38789.98495,45,11.8304,69.308,18.8616,18.1319,49.8901,30.4396,62.5727,33.7936,4,1
412,412,G53003300074012,1314,47049.59492,75.4338989,32.7,66028,60.8242,260300,22.4941,1189,29.6619,79.774,13.6723,58.6863,4.5098,19.0965,1020,36522.5166,49,3.6885,71.6189,24.6926,41.0861,29.0984,25.9221,47.4886,45.1294,4,1
413,413,G53003300002001,1063,6683.060539,-8.8336,43.5,35132,41.1434,314600,-13.69,1368,38.1818,71.3115,28.6885,48.8038,3.304,62.6424,454,2854.289261,59,5.2811,61.3288,33.3901,23.6755,5.4636,68.0464,97.0837,1.1289,5,2
414,414,G53003300001004,1816,37206.71746,-2.8357,29.7,17369,-22.5566,0,0,817,14.7472,47.7667,49.2556,28.666,8.7719,35.9375,912,18685.31185,37,13.5021,61.0408,25.4571,24.5566,9.5498,62.8922,78.7472,15.604,2,3
415,415,G53003300001002,1202,10795.65187,34.9045982,34.2,27463,30.7575,247600,-18.793,952,20.0504,57.0356,42.9644,32.1814,9.8431,40.8228,701,6295.966689,35,33.5835,56.4728,9.9437,17.301,0,74.9135,75.3054,5.6719,2,3
416,416,G53003300001001,1293,1406.664279,14.3235998,51.7,68764,-3.2338,577800,-10.5711,1322,-33.933,33.3333,8.8889,69.1011,3.1104,56.5008,643,699.5244634,56,14.127,68.254,17.619,19.195,3.5604,73.9938,91.4927,6.5739,10,2
417,417,G53003300081001,1852,6905.35845,-3.8422,34.6,85024,1.9301,453600,-22.7652,1736,24.8023,76.6667,13.0392,72.8501,27.607,36.3031,1659,6185.739562,19,41.6279,49.5349,8.8372,12.9173,57.5472,23.1495,59.9892,23.5961,4,1
418,418,G53003300041003,1474,8128.980278,-2.5776999,44.5,101789,31.9861,949700,-5.0301,0,0,100,0,92.678,0,89.0985,477,2630.613021,71,34.8993,55.3691,9.7315,1.6012,12.3726,72.7802,99.2248,0.7752,10,2
419,419,G53003300068002,1918,12188.90509,70.3375015,33.2,60072,2.7522,734600,-8.175,1349,26.1927,80.3119,14.6199,79.8139,3.0268,47.1789,859,5458.951756,75,22.3247,63.1919,14.4834,14.7059,13.7815,62.1008,82.9843,11.9372,10,2
420,420,G53003300098005,1332,11603.81909,16.4335995,34.4,31551,-10.9609,427200,-9.9684,955,17.6108,69.821,20.7161,45.6085,5.7828,48.0539,709,6176.507309,54,14.311,36.5724,49.1166,19.797,9.6447,66.3283,81.5042,8.6723,2,2
421,421,G53003300115003,1505,8619.362161,12.4813004,38.3,49410,25.457,367700,-7.3337,1101,28.7719,50.8152,44.837,46.4286,0,51.0856,783,4484.359184,61,10.3373,62.568,27.0947,20.3666,0.8147,72.4033,88.4436,5.2104,2,2
422,422,G53003300012001,1289,6761.034313,62.5472984,42.3,54758,53.914,420600,10.8008,788,-22.8963,15.8416,56.4356,55.8233,0,61.6541,532,2790.434643,57,30.7563,55.9664,13.2773,16.5021,4.0903,60.9309,89.7595,6.5943,10,2
423,423,G53003300021001,1749,7979.145817,24.5725994,40.1,44613,24.049,469800,6.8942,1365,2.0942,77.8761,15.0442,71.004,1.3473,69.651,668,3047.495372,63,29.0625,52.9167,18.0208,11.5044,3.9331,77.1878,90.0174,8.6477,10,2
424,424,G53003300022003,1330,1649.180372,-17.8505001,45.1,78457,37.4028,654300,8.6516,1589,62.4744,78.0822,21.9178,71.8913,2.7076,72.3562,554,686.9518242,38,20.3072,42.4915,37.2014,8.1169,10.5519,76.461,85.0644,12.0546,10,2
425,425,G53003300025001,1461,6083.896467,6.0232,38.9,50301,8.251,458500,-5.8522,1652,40.7155,42.7184,57.2816,67.5277,3.3708,61.794,623,2594.296714,66,18.1935,62.3226,19.4839,16.7617,13.3409,58.2668,92.7033,7.2967,10,2
426,426,G53003300026002,1305,8335.345785,-9.7510004,39.6,48031,-20.5482,564200,-0.7738,1690,72.6251,49.1667,45,79.7583,0,66.7368,475,3033.938121,76,22.3602,66.1491,11.4907,13.6564,7.0485,73.862,84.7059,10.3529,10,2
427,427,G53003300039002,991,6341.549027,4.2061,51.2,63184,19.078,569800,-6.5748,2113,43.9373,100,0,69.9229,0,72.8856,402,2572.454802,65,18.8192,67.8967,13.2841,2.7923,9.2496,80.9773,92.1348,6.333,10,2
428,428,G53003300039001,2089,9508.56412,9.8894997,33,39533,10.0401,577000,14.9173,1159,67.971,52.2059,26.8382,67.9328,5.0063,66.6667,799,3636.832327,58,27.5711,56.8928,15.5361,10.3764,10.9868,66.3276,83.2588,10.1838,10,2
429,429,G53003300074011,1330,58552.84911,52.3482018,30.2,59843,29.7409,385600,19.6772,1123,27.9043,81.7664,9.4017,68.851,0,24.9718,885,38961.85824,52,31.3447,60.6061,8.0492,17.0232,30.3922,46.7023,80.6015,17.594,4,1
430,430,G53003300073003,1514,10326.94955,81.100502,39.1,97067,0.4128,444800,-0.4699,2082,44.9861,66.5816,26.4031,73.6804,15.1938,26.0512,1290,8799.052126,10,42.1775,49.9543,7.8683,8.9223,45.9364,41.6961,75.22,19.2959,4,1
431,431,G53003300073002,1566,16114.40169,47.7358017,48.9,57892,185.1823,656300,83.7861,762,25.7426,61.7063,24.9008,43.8972,12.7398,14.4239,1303,13408.08774,12,29.2731,52.2593,18.4676,36.5422,42.0432,21.4145,65.6812,26.2211,4,1
432,432,G53003300073001,2514,22101.80762,60.4339981,31.2,54519,80.24,0,0,1430,66.6667,71.8301,19.5425,62.4165,5.3218,19.1503,1616,14207.04897,12,47.0368,42.9195,10.0437,11.6114,47.7488,32.4645,47.0212,36.4254,4,1
433,433,G53003300072001,3932,12352.46202,181.8639984,31,63985,50.3054,373100,4.2761,1338,59.4756,69.0845,22.9615,68.0127,5.1321,23.1504,2650,8325.031629,12,31.1795,55.3504,13.4701,23.9883,38.0875,32.017,58.4359,24.7692,4,1
434,434,G53003300071002,2268,10649.03781,50.1987,32.4,63454,8.1117,236600,-12.8224,1503,43.2793,76.9231,16.1371,74.0909,6.5857,25.5305,1564,7343.516374,14,16.6454,63.8393,19.5153,25.1131,26.1878,37.3869,57.5421,27.063,4,1
435,435,G53003300071001,1512,12614.1963,49.5549011,31.6,58145,6.7625,361100,-0.4411,1259,29.9278,62.3643,21.8335,62.2511,2,16.8124,1050,8759.858545,42,34.101,47.3871,18.512,21.5889,21.5889,54.3178,73.3466,14.2857,4,1
436,436,G53003300070006,1393,24003.21557,45.5589981,35.1,115053,146.6302,0,0,871,8.0645,70.7665,20.3209,59.367,0,31.8236,839,14457.06954,53,25.4484,55.6054,18.9462,20.5348,12.1925,62.6738,74.659,23.4027,4,1
437,437,G53003300070005,1163,40126.04358,46.4735985,34.5,43761,16.3299,292100,-9.4544,974,7.2687,49.1603,37.8626,64.553,0,30.8594,768,26497.67968,60,34.1158,62.5978,3.2864,36.1991,43.5897,16.5913,71.4286,19.8948,4,1
438,438,G53003300070004,887,19318.12782,-18.6238995,47.4,79536,42.668,606200,33.1137,1127,22.2343,76.5517,18.6207,68.1877,0,22.1538,650,14156.46345,60,12.2414,79.4828,8.2759,49.513,14.6104,30.0325,69.7858,23.6753,4,2
439,439,G53003300070003,1743,24266.94079,7.6589999,33.7,66588,36.208,460000,-9.609,1070,14.4385,81.9738,2.2155,76.4276,6.4082,19.5266,1264,17598.05689,64,19.4973,76.9992,3.5034,16.8204,21.1498,55.2165,71.5433,26.9076,4,1
440,440,G53003300070002,1241,47976.6947,0.8943,42.8,49678,20.6831,345400,4.6984,1011,25.7463,75.4958,20.5382,58.6066,8.1844,14.3443,1063,41095.2671,56,30.3178,66.5037,3.1785,31.0954,18.139,40.9894,71.9581,19.0169,4,1
441,441,G53003300070001,1076,13359.36621,-17.4213009,31.6,67798,15.6962,0,0,967,-16.9957,94.695,5.305,71.3826,13.1514,26.5714,806,10007.10889,64,23.0869,60.3113,16.6018,31.1414,8.5608,55.9553,66.7286,22.2119,4,1
442,442,G53003300069004,1076,12611.57348,7.3852,37.2,67962,22.8392,590500,32.9057,1296,35.4232,71.3896,19.6185,67.556,6.3369,24.5875,647,7583.3532,45,10.1887,65.1572,24.6541,31.8126,4.0691,62.1455,53.3522,36.7328,10,2
443,443,G53003300069003,1035,12746.28809,8.1505003,52,62929,-36.6924,898100,-0.2111,1331,46.4246,71.1268,5.2817,78.125,5.6881,51.5564,545,6711.813536,65,22.9645,70.7724,6.263,9.7514,16.2524,65.5832,79.5169,14.8792,10,2
444,444,G53003300069002,1433,14551.3174,24.2845001,38,55541,-11.7655,892500,23.7349,1145,21.8085,67.4641,17.7033,69.4963,0,69.6429,560,5686.488308,76,38.2006,55.1622,6.6372,8.3665,13.6786,67.9947,75.5994,20.1693,10,2
445,445,G53003300069001,1183,14151.75618,38.6870003,37.5,66819,6.5218,734200,3.1614,1173,-9.4208,62.1118,37.8882,80.8756,6.1224,57.1146,539,6447.841574,76,16.791,64.1791,19.0299,12.5,0,69.6203,81.9048,10.1299,10,2
446,446,G53003300001003,1607,11227.33493,43.6104012,36.2,35299,-1.5919,348300,-19.728,676,-15.0754,53.8653,27.4314,48.3544,10.4712,48.8304,764,5337.699991,36,8.6538,68.5897,22.7564,21.1679,6.3608,70.073,84.538,12.5707,2,3
447,447,G53003300050001,1478,10325.36189,24.0974007,31.6,51067,15.8928,620200,25.3182,1153,36.1275,76.5237,19.4131,80.0712,6.8587,39.028,729,5092.820578,74,10.251,80.2301,9.5188,27.0508,12.4023,53.9062,76.9178,18.7671,10,2
448,448,G53003300061002,1176,5028.087893,-11.3790998,29,78130,37.3207,780400,7.7752,1317,34.9385,89.7338,0,85.5542,0,32.9524,525,2244.682095,76,13.8639,72.4005,13.7356,15.3074,26.7252,55.7089,57.9932,27.7211,10,2
449,449,G53003300063004,1399,3227.968336,4.7156,45.2,110987,-2.3449,1301500,30.1499,0,0,36.8421,0,80.5301,9.8107,82.4427,581,1340.564406,68,16.3677,68.6099,15.0224,2.5316,11.8143,78.0591,90.4932,0.7148,10,2
450,450,G53003300095002,2634,8805.706652,112.5910034,40.1,29409,24.53,345900,-14.0621,456,-15.0838,56.8233,34.0045,36.778,3.8049,46.7546,1025,3426.670204,52,13.5478,49.4496,37.0025,33.3333,4.2607,57.8112,82.6769,10.7839,2,3
451,451,G53003300090002,2147,10531.04378,64.1436996,41.2,27179,25.4917,368000,6.1436,890,83.5052,59.1981,34.316,45.1981,4.5413,28.4491,1101,5400.409505,24,13.3833,59.743,26.8737,18.7563,16.5496,58.3751,68.6816,20.1333,2,1
452,452,G53003300102002,988,904.8702125,1.2295001,49.8,60846,-2.6495,590900,4.9742,1167,0,100,0,68.75,0,60.9091,440,402.9786371,60,8.1349,71.627,20.2381,8.3969,6.1069,79.3893,91.7004,8.2996,10,2
453,453,G53003300068001,1288,10742.91624,-15.5963001,42.1,72953,56.5179,790300,14.1392,1281,0.8661,80.6167,15.4185,73.6898,8.7805,55.0802,615,5129.57569,76,34.7518,48.9362,16.3121,14.7399,12.4277,51.8786,84.5853,14.241,10,2
454,454,G53003300067004,1996,12769.41947,-3.5283,36.2,54998,9.1555,615000,-32.2836,1459,38.2938,62.7767,23.1388,69.4777,13.0199,40.0208,1106,7075.640249,65,22.1675,59.2118,18.6207,24.8718,14.1026,47.7778,65.3885,30.1125,4,1
455,455,G53003300067003,1236,16486.2956,5.6409998,30.8,57956,-29.1171,428600,1.3239,1264,30.0412,87.1094,5.2734,68.2927,8.6294,27.0833,788,10510.68036,52,44.009,46.9205,9.0705,11.9478,33.1325,42.9719,79.9353,20.0647,4,1
456,456,G53003300067002,1968,17226.95953,48.5283012,35.2,58714,21.8512,432100,9.0061,1334,23.9777,59.8876,24.8315,64.7362,10.6222,23.1749,1318,11537.16091,35,17.8414,69.6769,12.4816,14.3164,19.8998,60.9162,58.2317,33.1809,4,1
457,457,G53003300067001,2400,12799.13843,36.0544014,30.8,65712,22.4668,350500,3.7289,1554,22.5552,90.3901,8.2778,83.7095,5.4274,34.0029,1474,7860.804186,16,11.0738,77.2371,11.689,28.9239,31.0236,33.9108,57.0826,22.9764,4,1
458,458,G53003300066002,2138,22702.25903,18.4487991,33.7,60465,14.9547,501300,2.7044,1391,62.8806,67.8449,25.8837,80.5128,7.3868,33.7907,1259,13368.63617,48,14.0625,70.1087,15.8288,30.8365,10.1748,50.8739,78.0744,17.2545,4,1
459,459,G53003300066001,1447,2209.222223,14.3873997,31.6,66013,-27.576,448100,-48.7886,1373,33.6904,71.347,25.7991,67.8491,7.9963,18.0819,1088,1661.115258,44,29.7609,63.0668,7.1723,20.1462,19.6588,57.5142,52.7989,32.5501,4,1
460,460,G53003300065002,1734,23567.96711,13.1854,35.4,65757,40.0844,507000,11.8218,1374,49.5103,79.2754,20.7246,59.8934,0,29.7405,1002,13618.85989,51,12.1931,83.9966,3.8103,18.125,31.0938,38.2812,79.4169,14.4023,4,1
461,461,G53003300065003,1505,14237.39197,28.8526993,38.6,84809,37.0075,995000,21.2527,1187,22.4974,70.1518,21.7538,83.7398,4.4968,29.5964,934,8835.697078,76,16.3953,60.2326,23.3721,14.7727,23.8636,50.2066,87.8332,7.0403,10,2
462,462,G53003300065001,1210,4586.88727,10.2004004,39.7,136223,45.8803,986400,16.9275,0,0,85.5769,0,82.7009,0,64.8148,540,2047.0406,76,46.8395,46.3533,6.8071,9.3431,2.0438,78.6861,89.9663,10.0337,10,2
463,463,G53003300064003,1217,8509.97524,15.5745001,39.6,79286,7.0723,924300,-0.0757,1773,31.7236,75.8065,16.9355,82.0639,2.2173,74.6032,451,3153.655574,76,29.3694,55.8559,14.7748,17.5573,7.7863,58.0153,91.5702,6.4463,10,2
464,464,G53003300064002,985,10971.58698,-16.3836994,45.2,96928,47.8575,1115600,11.5599,1477,18.16,100,0,83.9786,0,65.1399,393,4377.496126,76,29.3869,56.2368,14.3763,14.8936,6.0284,62.9433,93.667,3.1665,10,2
465,465,G53003300064001,1139,9810.485531,4.3996,37.8,74253,57.9549,646600,1.9391,1821,91.4826,69.4737,0,83.3147,0,55.2863,454,3910.413021,76,24.513,67.5325,7.9545,11.0465,10.7558,67.7326,88.6809,6.7736,10,2
466,466,G53003300063003,1250,6362.854817,16.9316998,40.3,118739,50.1676,1117000,21.1103,1171,-13.8971,81.3253,7.8313,91.0497,0,62.6168,535,2723.301862,76,9.7514,86.6157,3.6329,3.3175,9.0047,70.3002,89.76,10.24,10,2
467,467,G53003300001005,1000,11236.59117,29.1989994,31.3,32499,-8.7978,351400,-33.7481,988,3.5639,40.2622,54.1199,43.9276,10.7801,29.5707,705,7921.796776,12,24.8062,56.5891,18.6047,14.6617,2.8195,79.5113,47.6,32.9,2,1
468,468,G53003300014004,1552,3558.298358,10.8570995,47.4,44879,-3.3343,503000,10.1379,2034,45.2857,36.4964,53.2847,68.1234,5.7543,67.6568,643,1474.217683,61,14.9254,49.4834,35.5913,15.3341,1.4239,78.6418,88.0799,7.0876,10,2
469,469,G53003300016001,1389,2458.955251,-5.5102,45.5,73827,22.1169,849700,6.3321,0,0,0,0,73.025,5.5172,66.9708,580,1026.777571,66,8.6149,69.7635,21.6216,8.567,0,83.6449,90.4968,5.9035,10,2
470,470,G53003300096005,1244,1579.075196,-16.9004993,55.6,82748,1.1181,743700,20.8286,1439,-8.1098,64.9123,20,69.5964,2.3481,45.1202,724,919.011609,32,24.0909,56.9697,18.9394,10.5769,3.5714,74.4505,80.2251,12.5402,10,2
471,471,G53003300080013,1052,3408.725274,17.6734009,36.1,63463,-21.5993,426600,-7.7622,1615,48.3012,65.7356,20.6704,58.0042,6.0086,31.8113,699,2264.922972,16,8.2687,65.2455,26.4858,24.1093,19.3587,48.4561,64.17,32.085,2,2
472,472,G53003300080014,1461,68839.6599,71.680397,35.9,66886,0.8109,474100,17.4678,1658,32.64,86.4785,9.3611,71.953,23.1076,35.2332,1255,59133.31497,14,26.2062,64.4276,9.3661,11.7647,44.0285,35.4724,51.8138,24.9144,4,1
473,473,G53003300031005,1197,2211.711191,-13.9468002,42.2,44888,12.9286,506500,-17.5484,1636,0,61.5385,38.4615,69.3219,0,57.551,490,905.37885,70,24.6006,34.5048,40.8946,23.5036,6.2774,61.6058,90.142,7.0175,10,2
474,474,G53003300101005,1830,7701.906245,18.7541008,46.8,48058,45.0676,465300,14.7189,958,7.3991,20.303,75.4545,50.0724,11,62.1723,900,3787.822744,51,14.1573,45.9551,39.8876,21.0526,7.6262,65.8432,93.3742,5.6236,2,3
475,475,G53003300111021,1100,1249.861712,-17.7262993,54.1,49894,-16.1995,561900,-6.131,740,0,100,0,66.7808,5.5422,75.7653,415,471.5387369,61,5.2419,55.6452,39.1129,19.5565,5.6452,74.7984,87.061,7.1165,10,2
476,476,G53003300102004,1061,6883.357916,-13.0327997,40.6,44895,30.5467,410600,7.5432,1379,65.1497,70.4545,12.8788,64.6766,5.6391,48.2072,532,3451.410378,72,10.9259,64.8148,24.2593,12.6904,5.5838,73.0964,79.4847,20.5153,10,2
477,477,G53003300104023,1299,11141.29973,-9.2876997,44.5,24363,17.6218,307800,-15.9476,728,-25.8656,65.7143,20,15.2113,16.21,73.0245,438,3756.650718,60,23.876,47.2868,28.8372,13.6503,2.3006,82.9755,91.5806,2.6211,5,3
478,478,G53003300104012,1927,7882.416383,6.8182001,41.5,20138,-0.7736,382700,-2.8187,1104,101.0929,33.3333,48.9796,25.0878,0,73.7918,538,2200.695389,58,17.7691,63.5538,18.677,16.8077,6.6505,68.4401,85.6918,6.8134,2,3
479,479,G53003300107022,1816,22618.95998,160.9190063,25.5,15718,-33.1263,313800,0,313,58.0808,59.1209,29.011,23.8045,6.3123,74.4681,602,7498.135411,0,7.4468,67.6596,24.8936,19.5817,0,69.7719,87.1145,9.5815,2,3
480,480,G53003300120002,1159,5900.786961,-9.5944004,35.4,39562,12.5647,349700,-9.1924,1138,11.5686,67.5676,17.5676,56.9652,6.5401,61.6253,474,2413.264037,61,13.4003,50.7538,35.8459,15.9509,1.3804,74.2331,79.79,19.3351,10,2
481,481,G53003300119001,1693,2294.751203,51.9748993,39.1,35837,18.3364,419400,7.1812,1125,29.9076,79.6992,9.7744,52.0903,0,67.7831,627,849.8576515,62,4.6814,65.6697,29.6489,28.9926,1.5971,63.8821,84.1032,14.2172,10,2
482,482,G42010100110001,545,9923.526139,-16.2826,34.7,11723,12.7428,63600,-10.6742,591,-4.6774,36.3636,37.1901,2.4169,31.7797,55.9006,236,4297.159943,70,9.0395,38.9831,51.9774,53.10734463,0,46.8927,92.5094,7.4906,3,4
483,483,G42010100110003,723,16811.35671,39.8453,51.1,14822,-17.0797,147200,0,537,1.7045,48.5014,45.7766,17.4129,28.0488,29.2978,574,13346.77559,69,8.7452,41.8251,49.4297,53.6121673,14.4487,31.9392,91.4246,8.5754,3,4
484,484,G42010100113003,1201,38346.7809,6.4716,36,11712,-3.2306,74000,-10.9507,638,-7.9365,35.4167,18.75,12.5,12.6214,63.3333,515,16443.45725,76,0,52.0408,47.9592,54.08163265,0,45.9184,95.5037,4.4963,3,4
485,485,G42010100114002,515,18077.05697,-35.7855,51.6,26012,106.1663,114500,25.1366,0,0,0,0,46.7849,0,39.5455,220,7722.237929,76,0,77.2152,22.7848,7.978723404,6.383,69.6809,100,0,5,3
486,486,G42010100114001,1905,23370.3593,44.3182,30.2,18590,-1.3636,163700,10.7578,701,16.6389,39.1549,30.4225,25.7562,7.125,48.856,800,9814.324113,76,4.3478,80.6211,15.0311,17.26708075,11.677,71.0559,87.2306,12.7694,11,3
487,487,G42010100268001,1638,17745.7851,-0.2436,30.9,18780,33.5894,167700,8.6844,719,13.7658,40.8805,54.2977,8.498,9.5847,36.2191,626,6781.966712,61,0,65.0235,34.9765,49.29577465,0,50.7042,82.4789,17.5211,11,4
488,488,G42010100268002,1494,24473.19212,133.8028,30.8,20023,-41.1953,328600,29.0145,794,25.2366,31.1628,53.7209,42.1905,5.2632,43.8697,551,9025.922929,56,13.259,62.3296,24.4114,42.75092937,6.3197,50.9294,94.9694,4.8946,11,3
489,489,G42010100038003,913,33683.99278,-5.8763,33.5,21231,-18.8324,161700,0.8105,0,0,44.4444,12.6984,22.5552,17.7546,74.2857,383,14130.30584,76,18.9286,55.7143,25.3571,37.5,2.1429,60.3571,98.4036,1.5964,5,4
490,490,G42010100038004,868,30232.88763,1.0477,46.3,31763,-5.1483,191400,-12.7621,0,0,0,46.6667,26.6467,11.6279,46.8421,430,14977.12175,76,14.7651,65.7718,19.4631,28.63534676,0,69.3512,82.9439,15.0701,6,3
