,X,GISJOINID,POP15,POP15DEN,PCTPOPCHA,MDAGE,PCINC15,PCTINCCHA,MDHV15,MDHVCHA,MDCRENT15,PCTMDCR,PCTHSAFF15,PCTHSBRD15,PCTBACH15,PCTVA15,PCTFAM15,HSUNIT15,HS15DEN,MDBLDAGE15,PCTCTLT15,PCTCT1540,PCTCTMT40,PCTPT,PCTMBW,PCTCAR,PCTSAMEHS,PCTMETROPC,CL11_2,CL4_2
1401,1401,G42010100216001,812,5955.474744,-1.4563,37.6,40831,38.9518,272200,0.5541,0,0,25,35.7143,51.7557,0,62.5828,302,2214.967208,54,25.4237,45.339,29.2373,11.22661123,2.079,80.8732,90,9.2405,5,3
1402,1402,G42010100353012,2040,7437.16581,-1.8759,36.1,23939,8.1256,183100,-3.0191,815,0,100,0,22.3242,1.2694,79.1429,709,2584.779686,51,15.5429,50.0571,34.4,5.749718151,4.1714,88.726,96.6979,1.9714,5,3
1403,1403,G42010100284004,780,12819.3286,34.4828,39.1,11586,29.4091,65300,9.9327,500,-21.0111,17.7215,65.8228,9.7959,24.7191,79.1045,267,4388.154789,75,0,57.0681,42.9319,24.74747475,7.0707,64.6465,94.0104,5.9896,8,4
1404,1404,G42010100015002,1853,28883.39955,0.108,34.6,47229,8.3482,377400,-1.4107,1214,27.1204,56.4315,35.4772,66.3366,13.1848,30.9091,1077,16787.5992,43,12.5,49.0036,38.4964,31.14071607,28.5595,31.3905,74.7778,17.6111,4,1
1405,1405,G42010100071011,715,26897.98672,-16.8605,35.3,16066,16.9032,58600,-13.8235,0,0,43.4783,43.4783,6.4655,30.7229,63.913,332,12489.69453,73,12.1212,50.2165,37.6623,61.47186147,2.5974,35.9307,84.7552,15.2448,3,4
1406,1406,G42010100071012,983,29904.7699,-11.3616,30.7,14555,32.7648,66100,31.1508,608,11.7647,17.2589,59.8985,4.1916,12.5,48.6175,496,15089.28369,75,12.61,57.1848,30.2053,25.85227273,15.9091,55.1136,86.6737,10.703,11,4
1407,1407,G42010100072002,757,17309.28422,7.6814,35.5,12516,2.1714,59300,73.3918,706,30.4991,72.2222,27.7778,2.8302,25.6039,47.4026,414,9466.372085,76,38.0711,52.7919,9.1371,28.93401015,34.5178,36.5482,98.8111,1.1889,6,4
1408,1408,G42010100072004,949,46806.2002,-36.6065,35.7,24489,172.4027,70200,10.7256,610,13.594,51.3158,7.8947,4.2773,11.2392,53.8961,347,17114.59586,71,23.913,58.6957,17.3913,43.55670103,21.134,30.1546,88.4746,9.9435,11,4
1409,1409,G42010100337012,1359,15189.42391,57.6566,29.9,18160,-29.2366,172000,-7.5269,868,21.3986,47.2131,40.3279,39.8082,7.7821,81.4346,514,5744.932959,59,14.1561,56.0799,29.7641,8.404802744,0,76.5009,94.2219,5.7781,8,3
1410,1410,G42010100337021,1283,14310.33346,-21.2883,52,40276,109.0197,174200,-3.9162,733,46.0159,58.9286,37.5,21.5909,0,58.3039,566,6313.054357,61,5.7143,52.5397,41.746,23.79182156,0,54.2751,90.4314,1.0196,5,3
1411,1411,G42010100339003,865,3466.030433,-11.191,33.7,25857,-2.0902,194400,-11.5962,0,0,0,0,50,7.9038,79.1045,291,1166.028735,62,15.1194,55.9682,28.9125,7.692307692,5.8355,86.4721,93.1792,4.0462,5,3
1412,1412,G42010100339001,1242,16368.4083,43.418,40.2,24114,-28.0737,197300,25.1904,689,10.4167,66.9421,23.5537,13.9565,1.5766,52.6316,444,5851.508282,59,21.1416,53.6998,25.1586,15.15151515,1.0101,79.3939,84.7826,14.6538,5,3
1413,1413,G42010100080002,1029,28553.06221,44.3198,28.6,21229,-26.3112,178700,53.7866,676,25.8845,27.2109,58.5034,44.1048,23.1788,43.6782,453,12570.00698,76,8.3744,63.7931,27.8325,37.86848073,36.9615,15.4195,90.9274,9.0726,11,4
1414,1414,G42010100081024,2365,49174.28757,50.6369,32.4,17304,13.8496,88700,28.1792,732,64.1256,47.7912,43.3735,4.2265,15.2473,75.0405,728,15136.94772,76,2.5373,59.5522,37.9104,61.34328358,0,38.6567,98.2158,0.9346,11,4
1415,1415,G42010100238002,878,9943.266514,-0.4535,32.5,23732,-37.9847,213600,-33.788,714,-0.8333,36.25,51.875,34.3802,20.9677,55.7823,372,4212.864628,73,32.0755,30.1887,37.7358,35.0877193,14.386,43.5088,87.2038,5.6872,8,4
1416,1416,G42010100238001,567,14171.84202,-49.3298,36.8,15303,6.775,158500,-21.9212,0,0,100,0,37.766,23.7013,47.6596,308,7698.284553,76,21.1268,9.1549,69.7183,11.26760563,0,88.7324,97.1781,2.8219,5,3
1417,1417,G42010100341001,740,10283.56936,21.911,41.5,34107,16.8048,282100,30.9049,0,0,22.7273,77.2727,29.1439,0,94.5455,275,3821.596723,52,35.7968,38.7991,25.4042,5.311778291,0,94.6882,97.9282,0,8,3
1418,1418,G42010100344001,1608,7399.557665,-15.7233,46.1,31835,10.2396,234100,-7.14,864,-3.8932,34.5277,36.1564,38.6777,6.3452,42.5474,788,3626.151393,48,5.4496,48.6376,45.9128,0.953678474,2.1798,94.8229,92.9104,6.0323,2,3
1419,1419,G42010100347012,3235,17682.8331,12.4044,34.4,18657,-8.2698,194500,-7.4691,915,20.7124,14.4262,62.9508,18.5026,4.4883,71.1466,1114,6089.235263,56,15.5226,59.5164,24.961,11.77847114,1.3261,86.8955,84.2658,15.5487,2,3
1420,1420,G42010100363031,1980,2887.76092,-9.0492,40.7,26886,-14.2037,200900,-5.6364,1007,42.031,35.7759,49.569,29.4625,12.0293,60.6421,956,1394.292646,50,30.2352,38.1859,31.5789,7.589285714,1.7857,90.2902,93.1443,5.1031,2,3
1421,1421,G42010100082005,770,7665.251323,-32.0988,25.3,10837,-53.836,111200,58.1792,634,0,11.3636,88.6364,5.2369,28.5714,60,357,3553.88925,76,0,44.5946,55.4054,61.48648649,0,38.5135,95.7326,0,3,4
1422,1422,G42010100082004,590,19614.51149,-7.8125,45.8,25571,88.5767,89600,7.3054,0,0,100,0,26.6497,0,50.2128,235,7812.559661,74,29.2237,52.5114,18.2648,38.17427386,0,52.6971,100,0,5,3
1423,1423,G42010100176011,789,25588.99125,55.315,39.9,10189,19.9553,62500,92.3077,652,37.2632,39.7727,60.2273,1.4286,15.894,58.2677,302,9794.518832,76,25.1462,16.9591,57.8947,43.2748538,0,56.7251,100,0,3,4
1424,1424,G42010100249001,1160,35685.19592,-18.7106,44.8,16703,70.5258,91300,18.5714,748,42.4762,46.875,46.875,2.5,18.7879,70.6468,495,15227.73446,73,8.6047,23.0233,68.3721,68.37209302,6.0465,25.5814,100,0,3,4
1425,1425,G42010100389003,840,7652.407447,39.7671,44,23282,-14.5521,141500,4.5052,805,25.9781,50.9202,42.3313,26.34,6.1321,48.4925,424,3862.643759,65,6.1538,37.2308,56.6154,37.68115942,3.1884,53.3333,90.5172,7.1429,3,4
1426,1426,G42010100253003,1185,24691.13726,115.4545,35.4,15945,27.9182,121500,45.8583,783,32.7119,58.4211,24.2105,17.6218,16.3415,62.9738,410,8542.925129,76,10.4218,45.6576,43.9206,13.11111111,1.5556,68,81.4346,18.5654,11,3
1427,1427,G42010100253005,604,16056.86604,22.5152,46.3,19294,27.3531,107500,17.2301,611,1.1589,0,100,21.1066,27.1978,61.5094,364,9676.654367,74,14.8718,39.4872,45.641,28.20512821,0,71.7949,86.4238,10.0993,8,4
1428,1428,G42010100111005,678,8972.516459,-13.6306,35.2,14334,10.73,48200,22.9592,525,-4.1971,27.0916,45.4183,6.4655,14.7059,35.0133,442,5849.339638,76,9.2683,60,30.7317,53.65853659,0,46.3415,94.2478,5.7522,6,4
1429,1429,G42010100106002,939,15942.43505,77.5047,29.7,10398,-41.3603,0,0,361,-6.7183,47.4843,41.5094,7.8014,27.5049,37.6694,509,8641.852441,58,29.8013,49.0066,21.1921,34.68208092,24.2775,28.3237,84.2386,15.7614,11,4
1430,1430,G42010100246002,1407,22373.90443,14.0194,21,10763,-11.9951,307400,204.3564,519,26.8949,40.0709,53.5461,1.372,29.5337,76.4706,579,9207.171761,68,0.4545,80.9091,18.6364,20.52401747,0.4367,75.1092,91.7087,4.398,11,4
1431,1431,G42010100114006,869,5587.4146,17.4324,51.6,29874,50.2338,118200,-19.0965,914,74.0952,26.6055,57.7982,20.2363,14.8241,41.2979,398,2559.023027,75,23.2493,23.8095,52.9412,33.89355742,7.8431,58.2633,69.5652,26.6745,3,4
1432,1432,G42010100087012,1356,40724.2975,17.0984,30.8,15362,-12.1016,0,0,1041,67.9032,47.4359,50.2564,47.3223,6.9042,67.9426,449,13484.66783,76,12.623,63.9344,23.4426,42.29508197,15.082,42.623,84.8083,11.2094,11,4
1433,1433,G42010100088021,922,33951.82951,100.8715,21.7,15345,3.4936,363900,0,863,12.3698,31.0105,52.6132,59.2814,5.3254,24.6875,338,12446.54921,76,27.4627,62.3881,10.1493,43.14868805,34.6939,13.4111,67.679,25.8134,9,1
1434,1434,G42010100255001,1206,20936.43592,102.6891,36,30612,-21.6864,289000,51.2297,880,20.7133,69.6581,30.3419,37.5354,5.5066,48.7179,454,7881.54387,72,9.4406,71.5035,19.0559,26.68863262,2.9654,56.3427,91.5423,7.6285,11,3
1435,1435,G42010100256003,1132,8734.889394,42.7491,32.1,45907,13.3198,303600,3.125,1142,186.9347,85,15,61.6438,10.0437,57.767,458,3534.080691,76,9.9432,63.0682,26.9886,18.75,0,81.25,96.7314,3.2686,10,2
1436,1436,G42010100259003,707,19034.78264,16.6667,42.1,26438,-25.2404,145700,3.7011,685,2.8529,64.6617,35.3383,23.0108,0,54.1284,327,8803.923512,69,0,71.8563,28.1437,44.91017964,0,55.0898,100,0,5,3
1437,1437,G42010100259002,662,24737.37999,-9.932,47.2,21720,8.9104,157800,68.7701,720,0,36.9565,51.087,28.6,0,35.625,320,11957.64591,72,24.8731,30.4569,44.6701,0,5.5838,94.4162,86.7069,4.6828,5,3
1438,1438,G42010100133001,1845,27561.36381,20.5882,28.8,41149,6.7945,0,0,1253,56.625,60.7018,26.7836,66.9434,5.0145,21.1168,1037,15491.12969,76,22.2319,59.8954,17.8727,19.98334721,35.0541,34.5545,68.1843,24.607,4,1
1439,1439,G42010100141001,1323,10126.18752,7.7362,39.5,23184,161.1399,291300,0,277,-25.1351,51.875,39.7917,20.7071,15.843,30.9154,688,5265.923669,57,15.3509,56.3596,28.2895,33.11403509,19.0789,32.2368,75.4962,19.8473,6,4
1440,1440,G42010100137005,1363,13347.94096,17.7029,35.7,25135,-18.7831,211600,103.071,682,25.1376,45.6693,42.2572,25.4826,15.2205,56.3758,703,6884.521271,67,5.7851,59.5041,34.7107,31.07438017,3.1405,65.7851,83.7461,13.6223,11,3
1441,1441,G42010100139002,966,11966.67772,11.6763,28.3,12332,7.5246,262100,189.2936,551,25.5125,31.6614,41.6928,10.7926,16.1479,45.7077,514,6367.362677,29,21.9008,30.1653,47.9339,41.73553719,0,58.2645,95.1346,4.0373,3,4
1442,1442,G42010100101003,616,20420.26612,70.6371,37.6,9788,-18.3312,0,0,741,0,0,86.6142,30.3835,0,67.2,250,8287.445666,76,82,0,18,18,48,34,90.2597,8.2792,9,4
1443,1443,G42010100102001,767,35751.37533,118.5185,39.1,9689,-56.0809,75300,-27.7351,563,296.4789,0,77.0992,12.0623,19.8966,46.7742,387,18038.82953,76,27.907,26.7442,45.3488,34.30232558,13.9535,37.7907,95.2318,3.5762,7,4
1444,1444,G42010100107001,757,25639.84713,-9.3413,24.4,6822,-19.5424,80800,39.3103,635,90.6907,0,59.8291,1.6438,22.695,61.0092,282,9551.435788,76,31.5789,23.6842,44.7368,63.15789474,25,11.8421,94.7874,5.2126,3,4
1445,1445,G42010100108005,560,18612.46613,-23.8095,53.1,9586,-8.2416,0,0,651,-8.8235,40.7407,28.3951,3.5165,21.3622,44.4882,323,10735.40457,76,14.2857,29.7619,55.9524,26.19047619,27.381,46.4286,96.9643,3.0357,3,4
1446,1446,G42010100266004,923,43636.10846,5.9701,53,16696,-14.7685,98500,29.0957,0,0,0,68.5714,19.7452,9.5607,61.1429,387,18295.96313,66,5.6338,49.5775,44.7887,35.77464789,0,64.2254,100,0,8,4
1447,1447,G42010100364001,759,435.9809601,86.4865,55.1,25828,437.6353,342600,0,0,0,0,0,18.707,0,68.7023,131,75.24836071,5,17.3333,36,46.6667,18.51851852,0,74.0741,64.6904,27.7997,5,3
1448,1448,G42010100347022,832,10535.11972,10.0529,51.3,38657,21.4026,209100,-3.1496,0,0,0,0,26.1398,0,59.8404,376,4761.063719,56,30.485,31.8707,37.6443,12.30425056,1.7897,82.774,96.6346,2.1635,5,3
1449,1449,G42010100363021,1683,21804.18255,26.4463,29.7,17333,-33.5824,181600,-14.2587,940,-1.6736,45.3744,49.7797,17.754,12.7273,74.053,605,7838.104837,46,31.4338,38.6029,29.9632,20.03676471,0,79.9632,96.679,0.6765,8,3
1450,1450,G42010100148001,1043,14133.96805,108.6,40.6,14702,-7.6101,177800,164.5833,275,22.7679,55.6634,35.9223,5.7143,13.9216,33.4852,510,6911.144494,30,4.9223,66.8394,28.2383,52.81173594,2.6895,38.8753,92.7133,5.7526,11,4
1451,1451,G42010100134021,1023,34850.22518,-34.1275,31.6,57800,14.9197,367000,-38.9757,970,3.1915,67.2973,22.7027,85.511,12.8242,28.595,694,23642.28375,76,9.7305,55.988,34.2814,14.07702523,27.2244,43.2935,73.4452,5.923,4,1
1452,1452,G42010100135002,582,30040.32012,-13.6499,29.3,43354,71.733,350000,10.1668,841,33.9172,80.6202,10.0775,67.4603,0,33.4646,254,13110.38026,76,5.5375,54.7231,39.7394,11.14649682,11.465,75.1592,79.0941,18.2927,10,2
1453,1453,G42010100142001,844,25252.15776,9.4682,32.7,48927,45.5468,318100,8.2341,945,44.7167,90.2174,9.7826,61.7834,8.4833,41.573,389,11638.73148,76,9.2949,50.3205,40.3846,27.11598746,21.9436,48.7461,87.9802,10.9046,10,2
1454,1454,G42010100277003,645,18487.59969,84.8138,29.6,16152,-29.0178,92900,10.5952,0,0,100,0,6.2338,32.1951,96.4029,205,5875.903779,72,9.3117,42.915,47.7733,38.05668016,0,61.9433,92.5581,3.876,3,4
1455,1455,G42010100278003,833,8845.083949,19,52.4,17147,15.7018,66700,-27.2628,252,-20,79.6178,20.3822,1.013,9.6703,38.4428,455,4831.348376,76,0,75.5,24.5,37,0,63,82.7711,13.7349,5,3
1456,1456,G42010100283002,495,18603.74484,-39.3382,30,16823,2.9307,95000,33.0532,633,-14.1113,39.5522,60.4478,2.1277,0,42.0561,214,8042.831105,73,0,52.6667,47.3333,47.33333333,0,52.6667,100,0,3,4
1457,1457,G42010100283006,980,40343.71968,6.8702,26,11210,38.9095,0,0,631,-1.5601,23.506,64.5418,10.9228,14.4279,34.6899,603,24823.73772,61,0,61.0063,38.9937,46.80851064,0,37.766,81.5306,16.9388,11,4
1458,1458,G42010100012025,854,50472.35302,-5.4264,30.6,51046,-26.4838,936300,5.2259,1379,22.1435,55.1495,34.8837,94.6429,10.7143,27.7895,532,31441.79368,76,36.0308,51.8304,12.1387,12.47739602,45.208,28.0289,56.4403,36.4169,4,1
1459,1459,G42010100369002,2050,4610.649221,7.9516,19,2134,-60.5982,0,0,0,0,100,0,6.015,0,50,10,22.49097181,0,76.8166,23.1834,0,12.92307692,66.4615,9.5385,29.6967,25.3425,9,1
1460,1460,G42010100236003,900,4465.57825,-35.806,47.7,48228,-40.5752,390600,-17.2282,899,14.3766,46.4286,42.8571,78.6667,6.4965,59.0571,431,2138.515806,76,17.6471,53.1765,29.1765,8.988764045,3.8202,82.6966,90.4279,3.9414,10,2
1461,1461,G42010100240002,912,9371.988219,64.0288,34.7,19911,-11.3964,197500,36.113,1063,182.7128,38.2609,21.7391,36.9151,36.5729,49.1935,391,4018.034423,70,7.3563,72.1839,20.4598,34.84162896,18.552,45.0226,78.7281,15.7895,6,4
1462,1462,G42010100149002,483,27356.59674,5,46.7,17112,27.1606,57500,475.0575,712,46.2012,59.1241,34.3066,0,31.4286,53.6458,280,15858.89666,76,17.4157,31.4607,51.1236,78.65168539,17.4157,3.9326,69.2797,30.7203,1,4
1463,1463,G42010100149005,376,19791.26776,-34.7222,50.1,21076,93.7132,93500,44.5131,0,0,25.4098,34.4262,13.7931,3.9683,18.1818,252,13264.36031,76,7.9208,46.5347,45.5446,20.79207921,15.8416,63.3663,90.9574,7.1809,6,4
1464,1464,G42010100158005,1214,25055.25617,29.5624,39.5,26642,-11.3027,197200,25.7653,1042,56.9277,34.1772,48.1013,26.6807,0,49.8982,491,10133.55089,76,13.9693,76.8313,9.1993,33.9869281,32.8431,29.085,82.3629,16.7932,11,4
1465,1465,G42010100286005,1314,30783.68594,48.6425,20.3,15818,48.0532,78600,-6.5398,812,143.1138,29.7872,55.3191,22.2414,8.7071,73.9884,379,8879.00835,76,0,47.0363,52.9637,43.97705545,0,56.0229,88.7367,3.4247,8,4
1466,1466,G42010100372002,1454,18983.76538,-6.7949,43.7,35557,42.2166,204800,9.1103,888,29.8246,27.2727,46.3636,21.0151,8.0371,53.4454,647,8447.383905,76,6.2787,82.0827,11.6386,9.770114943,6.6092,72.8448,96.3585,0,5,3
1467,1467,G42010100373003,1277,1993.242803,26.0612,30.5,37618,85.722,0,0,1311,64.2857,55.7508,36.901,31.3665,15.8491,35.1271,795,1240.899004,17,24.4202,58.3902,17.1896,25.0965251,0,69.2407,47.1803,37.4901,2,1
1468,1468,G42010100258001,1693,7473.815118,9.7213,48.3,29697,-4.9514,181300,17.6509,861,3.1138,40.8163,49.4898,33.8259,10.8479,54.5455,802,3540.460558,60,6.0606,54.8209,39.1185,25.47425474,1.355,71.5447,93.0681,5.6058,2,3
1469,1469,G42010100262004,1387,12961.44769,20.7137,51.1,25155,-14.5376,186200,17.4023,699,-2.6462,36.7521,36.7521,33.6249,3.9024,57.022,615,5747.145154,63,3.5714,62.5,33.9286,25.76419214,0,72.0524,97.6929,0.8652,5,3
1470,1470,G42010100280003,1409,28357.01155,9.5645,40,20220,50.48,66700,11.9128,643,-3.5982,18.4971,66.474,10.819,0.9141,64.2066,547,11008.71917,72,15.2401,44.8852,39.8747,14.91053678,5.5666,74.7515,90.9155,6.1746,8,3
1471,1471,G42010100009021,1491,46538.91717,63.1291,47.4,68595,6.0004,919600,31.5029,1058,150.7109,47.8107,28.4024,62.9768,10.249,28.8154,1044,32586.60598,33,40.6491,33.5394,25.8114,15.80502216,36.7799,42.9838,89.4031,8.8531,4,1
1472,1472,G42010100009022,1148,41189.23717,-12.5666,25,45909,154.1042,564500,46.0543,1036,8.5954,62.5483,33.9768,86.2609,10.733,21.9941,382,13705.82631,76,46,26.5455,27.4545,10.98169717,52.579,27.9534,45.0348,27.6132,9,1
1473,1473,G42010100378003,689,23173.20087,-16.7874,46.9,26310,42.8882,142100,60.0225,648,21.576,26.5306,73.4694,23.0519,8.7948,45,307,10325.35946,76,3.5842,53.0466,43.3692,30.27210884,3.0612,61.5646,80.6967,19.3033,6,4
1474,1474,G42010100160005,985,29269.05139,54.1471,30.6,25515,13.4908,175000,-17.0616,875,38.8889,56.1265,43.8735,39.9267,29.4828,53.5452,580,17234.56833,76,4.0161,84.1365,11.8474,16.06425703,2.6104,81.3253,49.7462,27.5127,11,3
1475,1475,G42010100164001,1181,21873.81472,11.2053,34.6,15083,82.7578,90000,209.2784,319,18.1481,81.6239,5.5556,5.2045,27.0161,69.6133,496,9186.631755,76,19.0361,49.8795,31.0843,34.69879518,12.0482,53.253,78.9162,15.072,11,4
1476,1476,G42010100165001,325,17263.22139,7.2607,34.9,76032,405.5991,38000,-25.636,0,0,63.8298,36.1702,27.3128,54.6154,55.0847,260,13810.57712,70,30,40,30,0,30,70,95.3846,4.6154,6,4
1477,1477,G42010100166002,415,16153.20625,81.2227,27.6,9248,19.0832,0,0,608,328.169,36.1538,36.1538,5.4054,19.883,18.9781,171,6655.899443,76,11.3208,42.4528,46.2264,79.24528302,4.717,16.0377,41.9277,41.6867,7,4
1478,1478,G42010100299001,804,9944.14836,-31.7487,30.7,16921,2.1306,67600,-17.2583,463,49.8382,31.5615,51.8272,10.251,19.4059,41.2776,505,6246.013584,76,5.6769,68.9956,25.3275,30.13100437,6.9869,55.8952,87.3134,2.7363,6,4
1479,1479,G42010100299003,616,23290.30444,-44.5545,39.5,16937,102.4262,80400,9.3878,701,-3.5763,41.2121,51.5152,6.8884,14.375,54.7445,320,12098.85945,76,34.9398,13.253,51.8072,32.93172691,11.6466,55.4217,93.6688,6.3312,3,4
1480,1480,G42010100285001,2921,28334.8822,8.6277,28.2,14693,22.0349,88500,-0.7848,693,14.7351,43.6647,47.9532,8.3333,14.691,65.4394,987,9574.299462,65,15.2369,53.009,31.7542,20.30651341,4.7254,70.4981,87.1438,8.9298,2,3
1481,1481,G42010100293001,1427,10634.73497,60.3371,28.6,9893,-15.6463,78300,-27.2981,621,47.8571,47.1831,35.2113,10.296,26.5306,71.6667,490,3651.730998,76,14.4772,32.9759,52.5469,30.56300268,8.311,61.126,94.5007,5.4993,3,4
1482,1482,G42010100310003,485,6414.201854,-27.2864,44,34364,39.7138,239300,8.8717,0,0,0,0,29.4118,0,75.8824,170,2248.276939,64,0,59.8425,40.1575,5.905511811,0,94.0945,100,0,5,3
1483,1483,G42010100137001,968,41992.00579,46.4448,35.5,18897,106.5472,0,0,0,0,52.5424,10.1695,26.0297,30.6488,58.7097,447,19390.93656,76,26.9231,62.426,10.6509,49.71098266,11.2717,36.7052,97.8306,0.8264,6,4
1484,1484,G42010100137003,1001,35457.31649,-13.7069,34,14714,22.8111,180100,170.015,720,33.829,100,0,5.4264,38.8416,71.8663,587,20792.65213,76,31.1798,44.6629,24.1573,42.41573034,31.1798,26.4045,87.9959,10.4781,11,4
1485,1485,G42010100280001,717,23168.33643,-27.7218,44.6,11370,-2.1683,57300,-1.2069,425,-13.0879,44.5652,46.7391,7.2333,6.2305,47.5083,321,10372.43514,76,3.352,51.3966,45.2514,57.54189944,3.352,39.1061,76.4296,23.5704,3,4
1486,1486,G42010100281003,1470,37371.22734,32.6715,26.8,12330,-14.1484,65500,2.3438,577,3.405,24.0741,29.0123,3.0113,12.7615,70.5036,478,12152.00454,76,2.0661,49.5868,48.3471,57.6446281,0,42.3554,95.4798,4.5202,3,4
1487,1487,G42010100007002,1879,34640.33055,90.9553,32.9,77324,40.3416,433100,-13.38,1430,22.6415,64.295,28.4605,85.4782,20.9031,23.6648,1373,25311.96054,76,31.7256,46.1951,22.0793,36.1530715,34.4411,21.7523,57.2113,21.9798,4,1
1488,1488,G42010109800001,1248,309.8707562,84.3427,20.5,8432,-3.8979,270800,37.7416,1134,-1.7331,84.3137,15.6863,51.8519,0,34.9398,83,20.60839164,33,47.9167,31.8452,20.2381,18.48739496,49.8599,25.7703,83.1858,7.8037,9,1
1489,1489,G42010100218002,1639,11509.18941,26.8576,38.8,26511,-14.2233,246900,-5.4385,1080,17.9039,44.7059,55.2941,41.9231,0,46.4194,782,5491.266698,45,5.1639,68.0238,26.8123,12.11519364,3.2771,84.6077,67.9683,24.6492,2,3
1490,1490,G42010100030015,807,47511.13312,42.5795,30.9,16677,10.9433,157900,130.848,776,30.6397,66.1417,9.4488,26.0638,0,58.3691,233,13717.58862,76,3.006,65.7315,31.2625,33.85826772,38.3858,25.9843,82.0802,17.7945,11,4
1491,1491,G42010100252006,1413,14762.29601,-8.1871,44,15616,-28.6876,98400,-5.7471,912,60.2812,32.0988,53.0864,7.9096,15.2216,48.1818,519,5422.244606,73,0,79.2285,20.7715,48.07121662,0,51.9288,92.569,7.431,6,4
1492,1492,G42010100255002,1298,8879.392754,4.7619,44.9,31744,-37.73,237300,-11.3229,0,0,0,0,43.5259,1.4463,55.3459,484,3310.96001,70,19.3548,48.5484,32.0968,23.60060514,1.6641,61.5734,96.063,3.937,5,3
1493,1493,G42010100143002,652,17371.14812,21.4153,37.2,44468,11.6557,222400,17.2996,1077,-29.6538,70.1299,12.987,51.2241,16.7526,46.13,388,10337.4317,76,17.402,57.1078,25.4902,22.17090069,7.3903,64.6651,89.4172,9.0491,5,2
1494,1494,G42010100144001,843,24479.7791,116.1538,29.9,27578,45.3233,222100,-21.9881,522,-10.6164,75,21.6667,33.8542,17.8082,33.8889,438,12719.03113,43,46.8447,33.0097,20.1456,5.339805825,24.5146,70.1456,80.2696,8.701,5,3
1495,1495,G42010100151011,703,19118.21017,-42.235,22.6,12306,-43.3712,0,0,445,-15.5598,33.8346,35.3383,18.541,50.8065,46.7213,496,13488.80832,76,2.6316,72.1053,25.2632,47.36842105,0,52.6316,95.4481,4.5519,6,4
1496,1496,G42010100013003,580,21727.42226,-2.027,34.5,31823,134.2338,218800,13.0749,852,87.6652,51.3761,48.6239,19.9501,30.0353,51.0101,283,10601.48362,76,6.7692,88.9231,4.3077,44.30769231,21.5385,34.1538,84.1379,11.7241,6,4
1497,1497,G42010100024002,1864,47606.60599,62.9371,33.8,30426,30.0979,243100,21.2469,1279,37.8233,69.5652,30.4348,59.0273,14.7239,61.8705,652,16652.09609,76,15.942,53.8302,30.2277,38.0859375,23.2422,30.5664,81.3841,8.3691,11,1
1498,1498,G42010100024004,634,23682.22414,-4.5181,35.7,22955,99.003,227400,-3.8884,1005,62.6214,37.4429,48.8584,22.2472,18.4211,49.6774,380,14194.39302,76,25.2011,65.9517,8.8472,42.62734584,34.3164,20.9115,86.2776,13.7224,6,4
1499,1499,G42010100168005,476,24854.13726,-56.4103,33.3,13828,27.4823,47200,-14.8014,634,11.2281,0,100,5.814,8.4158,58.9189,202,10547.34396,71,16.1765,58.8235,25,24.63768116,5.7971,68.1159,85.6531,14.1328,8,4
1500,1500,G42010100039014,1615,37041.85028,-14.6857,30.5,21398,56.7275,110200,9.98,708,50,33.4232,59.2992,23.8191,9.1036,57.6271,714,16376.39697,76,13.1926,38.1266,48.6807,44.79166667,6.7708,40.4948,84.4806,15.5194,11,4
1501,1501,G42010100301004,494,7860.843697,-55.3345,42.4,24350,49.4782,72100,-19.4413,563,-30.2354,69.1358,30.8642,16.4975,14.4404,35.0211,277,4407.80102,76,23.5955,37.0787,39.3258,34.45692884,0,65.5431,98.1781,0,5,4
1502,1502,G42010100301003,911,27553.67955,4.7126,40,21309,27.4538,133300,1.5232,638,11.5385,62.5,37.5,12.8989,24.3542,32.1951,542,16393.07828,76,2.834,70.0405,27.1255,11.33603239,4.0486,84.6154,91.4607,6.5169,6,3
1503,1503,G42010100054001,1303,1420.171924,-15.114,43.4,33567,5.0577,178200,-1.547,929,1.6411,58.8106,23.7885,27.3764,4.3909,35.4074,706,769.4868599,40,20.4852,56.0647,23.4501,22.76964048,0,75.3662,82.6554,5.7559,2,3
1504,1504,G42010100055001,2212,12037.61993,-16.6855,38.2,17202,-13.0729,119800,3.1869,981,85.4442,10.1266,63.9241,22.5678,8.6957,63.8095,805,4380.779404,57,0,75.5531,24.4469,21.57079646,5.7522,72.677,93.2188,6.7812,2,3
1505,1505,G42010100202002,505,15223.18448,-38.7879,40.1,19126,87.3629,76300,19.5925,0,0,25.9669,0,17.4263,27.8443,14.1079,334,10068.4032,76,21.5768,78.4232,0,34.02489627,0,65.9751,90.6931,9.3069,6,4
1506,1506,G42010100202004,503,9079.770548,75.2613,54.2,15254,-32.3007,88200,33.6364,578,82.9114,62.4339,28.0423,0,10.6061,24.0678,330,5956.907119,69,0,50,50,57.77777778,0,42.2222,79.5229,14.3141,3,4
1507,1507,G42010100325002,1600,26483.91074,7.6716,42,15931,-15.4495,109300,-3.2743,684,-10.1183,77.381,22.619,4.7105,2.8958,69.1849,518,8574.166101,67,20.0717,51.0753,28.853,13.85642738,2.1703,74.2905,88.8125,6.3125,5,3
